movimiento_id,fecha,cuarto_frio_id,cosecha_id,tipo_movimiento,cantidad
80,2023-06-05,2,66.0,entrada,3658
81,2023-06-05,4,67.0,entrada,17476
82,2023-06-05,1,68.0,entrada,14093
83,2023-06-05,4,69.0,entrada,5315
84,2023-06-05,4,77.0,entrada,6550
85,2023-06-05,2,70.0,entrada,4439
86,2023-06-05,2,71.0,entrada,4398
87,2023-06-05,2,72.0,entrada,6628
88,2023-06-05,1,73.0,entrada,9090
89,2023-06-05,2,74.0,entrada,6436
90,2023-06-05,3,65.0,entrada,11030
91,2023-06-05,1,75.0,entrada,13485
92,2023-06-06,4,91.0,entrada,5597
93,2023-06-06,4,89.0,entrada,6525
94,2023-06-06,3,81.0,entrada,10550
95,2023-06-06,4,,salida,123510
96,2023-06-06,4,82.0,entrada,4237
97,2023-06-06,1,83.0,entrada,15734
98,2023-06-06,2,90.0,entrada,12748
99,2023-06-06,4,84.0,entrada,12761
100,2023-06-06,1,,salida,9346
101,2023-06-06,3,85.0,entrada,5199
102,2023-06-06,3,86.0,entrada,4798
103,2023-06-06,2,87.0,entrada,8564
104,2023-06-06,1,88.0,entrada,8718
105,2023-06-06,3,23.0,merma,330
106,2023-06-06,4,,salida,16261
107,2023-06-06,4,,salida,9186
108,2023-06-06,4,92.0,entrada,7934
109,2023-06-06,2,95.0,entrada,6205
110,2023-06-06,2,93.0,entrada,7710
111,2023-06-06,2,94.0,entrada,12146
112,2023-06-07,2,96.0,entrada,13289
113,2023-06-07,2,105.0,entrada,6082
114,2023-06-07,1,16.0,merma,546
115,2023-06-07,4,104.0,entrada,8824
116,2023-06-07,2,103.0,entrada,9607
117,2023-06-07,2,107.0,entrada,4962
118,2023-06-07,4,,salida,91060
119,2023-06-07,2,106.0,entrada,12489
120,2023-06-07,1,53.0,merma,540
121,2023-06-07,3,101.0,entrada,5262
122,2023-06-07,1,100.0,entrada,5596
123,2023-06-07,2,99.0,entrada,14600
124,2023-06-07,4,98.0,entrada,15710
125,2023-06-07,2,97.0,entrada,3538
126,2023-06-07,2,,salida,46217
127,2023-06-07,2,102.0,entrada,7978
128,2023-06-07,4,108.0,entrada,7654
129,2023-06-07,3,110.0,entrada,5382
130,2023-06-07,2,109.0,entrada,8245
131,2023-06-08,1,30.0,merma,326
132,2023-06-08,1,125.0,entrada,9976
133,2023-06-08,3,124.0,entrada,6609
134,2023-06-08,2,123.0,entrada,6490
135,2023-06-08,1,122.0,entrada,6144
136,2023-06-08,2,,salida,35488
137,2023-06-08,4,121.0,entrada,13176
138,2023-06-08,1,,salida,7760
139,2023-06-08,1,,salida,8679
140,2023-06-08,1,120.0,entrada,6512
141,2023-06-08,4,126.0,entrada,11554
142,2023-06-08,4,111.0,entrada,11679
143,2023-06-08,4,119.0,entrada,8881
144,2023-06-08,2,118.0,entrada,8003
145,2023-06-08,1,117.0,entrada,5069
146,2023-06-08,4,116.0,entrada,4571
147,2023-06-08,3,115.0,entrada,5740
148,2023-06-08,2,114.0,entrada,16445
149,2023-06-08,4,113.0,entrada,16671
150,2023-06-08,3,112.0,entrada,3611
151,2023-06-08,2,127.0,entrada,5958
152,2023-06-08,1,,salida,5053
153,2023-06-08,4,,salida,39637
154,2023-06-09,3,,salida,48331
155,2023-06-09,1,,salida,5374
156,2023-06-09,4,,salida,46082
157,2023-06-09,2,49.0,merma,185
158,2023-06-09,1,128.0,entrada,11958
159,2023-06-09,4,129.0,entrada,3853
160,2023-06-09,1,132.0,entrada,3980
161,2023-06-09,1,133.0,entrada,6805
162,2023-06-09,1,134.0,entrada,11026
163,2023-06-09,3,135.0,entrada,8420
164,2023-06-09,1,136.0,entrada,5838
165,2023-06-09,1,137.0,entrada,10052
166,2023-06-09,1,138.0,entrada,4795
167,2023-06-09,3,139.0,entrada,6206
168,2023-06-09,1,140.0,entrada,8302
169,2023-06-09,4,141.0,entrada,13645
170,2023-06-09,1,142.0,entrada,5915
171,2023-06-09,4,131.0,entrada,5077
172,2023-06-09,4,130.0,entrada,15754
173,2023-06-10,4,143.0,entrada,3868
174,2023-06-10,3,151.0,entrada,8660
175,2023-06-10,3,152.0,entrada,5923
176,2023-06-10,1,153.0,entrada,12554
177,2023-06-10,3,154.0,entrada,7654
178,2023-06-10,1,155.0,entrada,11890
179,2023-06-10,2,156.0,entrada,6177
180,2023-06-10,2,55.0,merma,742
181,2023-06-10,1,56.0,merma,742
182,2023-06-10,2,61.0,merma,716
183,2023-06-10,4,144.0,entrada,16238
184,2023-06-10,2,,salida,1556
185,2023-06-10,1,,salida,78203
186,2023-06-10,3,146.0,entrada,5338
187,2023-06-10,3,147.0,entrada,4900
188,2023-06-10,3,148.0,entrada,4236
189,2023-06-10,1,149.0,entrada,7077
190,2023-06-10,4,150.0,entrada,10971
191,2023-06-10,3,,salida,36940
192,2023-06-10,3,,salida,27424
193,2023-06-10,4,145.0,entrada,13685
194,2023-06-11,2,,salida,63582
195,2023-06-11,1,159.0,entrada,14563
196,2023-06-11,3,157.0,entrada,3891
197,2023-06-11,4,,salida,51655
198,2023-06-11,2,158.0,entrada,19066
199,2023-06-11,3,123.0,merma,557
200,2023-06-11,4,160.0,entrada,4910
201,2023-06-11,3,168.0,entrada,5492
202,2023-06-11,1,172.0,entrada,5470
203,2023-06-11,3,161.0,entrada,4934
204,2023-06-11,1,162.0,entrada,4586
205,2023-06-11,4,163.0,entrada,8064
206,2023-06-11,4,164.0,entrada,9365
207,2023-06-11,2,165.0,entrada,8785
208,2023-06-11,1,166.0,entrada,5486
209,2023-06-11,4,167.0,entrada,10733
210,2023-06-11,3,169.0,entrada,5376
211,2023-06-11,2,170.0,entrada,8999
212,2023-06-11,4,171.0,entrada,12185
213,2023-06-12,3,177.0,entrada,5045
214,2023-06-12,2,176.0,entrada,4292
215,2023-06-12,3,178.0,entrada,7015
216,2023-06-12,1,179.0,entrada,9094
217,2023-06-12,4,174.0,entrada,16001
218,2023-06-12,4,175.0,entrada,14032
219,2023-06-12,3,180.0,entrada,10138
220,2023-06-12,3,173.0,entrada,3736
221,2023-06-12,3,182.0,entrada,11983
222,2023-06-12,2,183.0,entrada,6713
223,2023-06-12,3,184.0,entrada,7367
224,2023-06-12,1,185.0,entrada,12987
225,2023-06-12,3,,salida,8875
226,2023-06-12,2,,salida,23163
227,2023-06-12,1,181.0,entrada,6248
228,2023-06-13,4,,salida,26452
229,2023-06-13,4,198.0,entrada,11603
230,2023-06-13,1,199.0,entrada,5660
231,2023-06-13,1,186.0,entrada,10799
232,2023-06-13,2,187.0,entrada,15856
233,2023-06-13,3,188.0,entrada,5282
234,2023-06-13,3,189.0,entrada,4595
235,2023-06-13,2,190.0,entrada,7291
236,2023-06-13,3,191.0,entrada,10417
237,2023-06-13,3,192.0,entrada,9659
238,2023-06-13,1,193.0,entrada,6290
239,2023-06-13,3,194.0,entrada,11691
240,2023-06-13,3,195.0,entrada,4784
241,2023-06-13,2,196.0,entrada,6543
242,2023-06-13,2,197.0,entrada,8563
243,2023-06-13,1,124.0,merma,591
244,2023-06-14,1,,salida,42088
245,2023-06-14,4,205.0,entrada,8412
246,2023-06-14,4,207.0,entrada,6708
247,2023-06-14,3,200.0,entrada,12251
248,2023-06-14,3,201.0,entrada,15478
249,2023-06-14,4,202.0,entrada,5625
250,2023-06-14,1,69.0,merma,175
251,2023-06-14,3,203.0,entrada,5246
252,2023-06-14,1,204.0,entrada,4984
253,2023-06-14,1,206.0,entrada,9650
254,2023-06-14,3,214.0,entrada,5172
255,2023-06-14,4,208.0,entrada,12625
256,2023-06-14,2,209.0,entrada,4824
257,2023-06-14,1,210.0,entrada,6309
258,2023-06-14,3,211.0,entrada,7775
259,2023-06-14,3,212.0,entrada,8453
260,2023-06-14,1,213.0,entrada,12502
261,2023-06-15,4,217.0,entrada,16709
262,2023-06-15,3,215.0,entrada,11322
263,2023-06-15,1,216.0,entrada,3228
264,2023-06-15,3,220.0,entrada,9245
265,2023-06-15,1,218.0,entrada,5094
266,2023-06-15,4,,salida,77674
267,2023-06-15,1,96.0,merma,812
268,2023-06-15,1,,salida,27827
269,2023-06-15,2,226.0,entrada,5302
270,2023-06-15,2,225.0,entrada,14106
271,2023-06-15,3,160.0,merma,377
272,2023-06-15,2,223.0,entrada,7065
273,2023-06-15,3,222.0,entrada,4927
274,2023-06-15,3,221.0,entrada,12209
275,2023-06-15,4,219.0,entrada,7441
276,2023-06-15,4,224.0,entrada,8576
277,2023-06-16,3,,salida,24984
278,2023-06-16,3,105.0,merma,324
279,2023-06-16,3,,salida,193300
280,2023-06-16,3,,salida,46101
281,2023-06-16,2,,salida,395
282,2023-06-16,4,236.0,entrada,8176
283,2023-06-16,2,237.0,entrada,5990
284,2023-06-16,1,244.0,entrada,5492
285,2023-06-16,4,243.0,entrada,13118
286,2023-06-16,3,239.0,entrada,4406
287,2023-06-16,2,238.0,entrada,13280
288,2023-06-16,4,240.0,entrada,5699
289,2023-06-16,2,161.0,merma,338
290,2023-06-16,4,235.0,entrada,8405
291,2023-06-16,2,241.0,entrada,7728
292,2023-06-16,4,234.0,entrada,7036
293,2023-06-16,4,232.0,entrada,5468
294,2023-06-16,2,231.0,entrada,4527
295,2023-06-16,1,230.0,entrada,14314
296,2023-06-16,1,229.0,entrada,16087
297,2023-06-16,2,228.0,entrada,3640
298,2023-06-16,1,227.0,entrada,11616
299,2023-06-16,4,233.0,entrada,5282
300,2023-06-16,3,242.0,entrada,7851
301,2023-06-17,2,246.0,entrada,3340
302,2023-06-17,1,248.0,entrada,13074
303,2023-06-17,1,247.0,entrada,15476
304,2023-06-17,4,,salida,403
305,2023-06-17,1,249.0,entrada,5213
306,2023-06-17,2,,salida,92865
307,2023-06-17,3,245.0,entrada,11321
308,2023-06-17,3,250.0,entrada,4385
309,2023-06-17,2,258.0,entrada,6103
310,2023-06-17,1,252.0,entrada,6946
311,2023-06-17,4,253.0,entrada,9324
312,2023-06-17,1,254.0,entrada,8949
313,2023-06-17,1,255.0,entrada,5552
314,2023-06-17,3,256.0,entrada,11413
315,2023-06-17,3,257.0,entrada,4727
316,2023-06-17,4,259.0,entrada,7321
317,2023-06-17,3,260.0,entrada,7608
318,2023-06-17,1,261.0,entrada,12815
319,2023-06-17,2,262.0,entrada,5475
320,2023-06-17,4,140.0,merma,986
321,2023-06-17,2,251.0,entrada,4423
322,2023-06-17,2,,salida,4597
323,2023-06-18,1,277.0,entrada,12901
324,2023-06-18,4,268.0,entrada,5766
325,2023-06-18,4,276.0,entrada,8037
326,2023-06-18,1,275.0,entrada,7720
327,2023-06-18,4,274.0,entrada,5973
328,2023-06-18,4,273.0,entrada,4530
329,2023-06-18,4,272.0,entrada,12670
330,2023-06-18,2,271.0,entrada,6342
331,2023-06-18,3,270.0,entrada,9676
332,2023-06-18,3,269.0,entrada,7669
333,2023-06-18,4,186.0,merma,817
334,2023-06-18,4,267.0,entrada,5192
335,2023-06-18,2,266.0,entrada,4412
336,2023-06-18,3,265.0,entrada,18050
337,2023-06-18,1,264.0,entrada,3536
338,2023-06-18,1,263.0,entrada,13656
339,2023-06-18,2,278.0,entrada,5692
340,2023-06-18,3,,salida,6951
341,2023-06-18,1,,salida,2262
342,2023-06-19,4,,salida,1440
343,2023-06-19,4,,salida,22299
344,2023-06-19,2,294.0,entrada,5945
345,2023-06-19,2,283.0,entrada,5241
346,2023-06-19,1,293.0,entrada,12288
347,2023-06-19,3,292.0,entrada,8290
348,2023-06-19,1,291.0,entrada,6266
349,2023-06-19,1,289.0,entrada,12146
350,2023-06-19,1,288.0,entrada,6675
351,2023-06-19,1,287.0,entrada,8075
352,2023-06-19,4,290.0,entrada,5693
353,2023-06-19,2,285.0,entrada,6673
354,2023-06-19,3,284.0,entrada,5205
355,2023-06-19,4,282.0,entrada,5952
356,2023-06-19,4,281.0,entrada,14384
357,2023-06-19,2,280.0,entrada,18178
358,2023-06-19,1,279.0,entrada,11881
359,2023-06-19,3,286.0,entrada,10410
360,2023-06-20,1,202.0,merma,363
361,2023-06-20,4,,salida,16291
362,2023-06-20,4,309.0,entrada,5462
363,2023-06-20,2,308.0,entrada,14708
364,2023-06-20,4,307.0,entrada,9147
365,2023-06-20,1,306.0,entrada,7641
366,2023-06-20,2,305.0,entrada,6444
367,2023-06-20,4,199.0,merma,346
368,2023-06-20,2,304.0,entrada,5394
369,2023-06-20,4,300.0,entrada,7322
370,2023-06-20,3,303.0,entrada,10421
371,2023-06-20,1,302.0,entrada,6500
372,2023-06-20,1,301.0,entrada,10634
373,2023-06-20,4,,salida,148683
374,2023-06-20,1,299.0,entrada,4903
375,2023-06-20,3,298.0,entrada,4496
376,2023-06-20,2,297.0,entrada,4898
377,2023-06-20,4,296.0,entrada,15338
378,2023-06-20,2,295.0,entrada,15540
379,2023-06-20,4,,salida,2556
380,2023-06-21,3,317.0,entrada,6662
381,2023-06-21,1,318.0,entrada,11109
382,2023-06-21,1,,salida,58478
383,2023-06-21,3,319.0,entrada,6629
384,2023-06-21,2,320.0,entrada,7757
385,2023-06-21,4,316.0,entrada,10647
386,2023-06-21,1,322.0,entrada,11859
387,2023-06-21,1,,salida,5914
388,2023-06-21,1,,salida,27137
389,2023-06-21,2,,salida,3258
390,2023-06-21,3,,salida,4460
391,2023-06-21,1,,salida,22171
392,2023-06-21,1,,salida,7564
393,2023-06-21,3,315.0,entrada,7669
394,2023-06-21,4,321.0,entrada,9570
395,2023-06-21,4,313.0,entrada,14629
396,2023-06-21,3,312.0,entrada,13886
397,2023-06-21,1,248.0,merma,1558
398,2023-06-21,2,310.0,entrada,12677
399,2023-06-21,4,311.0,entrada,3674
400,2023-06-21,3,314.0,entrada,5903
401,2023-06-22,4,323.0,entrada,10732
402,2023-06-22,2,324.0,entrada,4013
403,2023-06-22,4,336.0,entrada,5635
404,2023-06-22,3,334.0,entrada,7062
405,2023-06-22,4,333.0,entrada,6231
406,2023-06-22,1,332.0,entrada,5382
407,2023-06-22,3,,salida,116469
408,2023-06-22,1,331.0,entrada,11846
409,2023-06-22,4,,salida,71566
410,2023-06-22,4,330.0,entrada,6026
411,2023-06-22,2,325.0,entrada,17640
412,2023-06-22,4,329.0,entrada,10284
413,2023-06-22,3,328.0,entrada,8246
414,2023-06-22,3,327.0,entrada,5832
415,2023-06-22,2,326.0,entrada,5770
416,2023-06-22,1,,salida,30875
417,2023-06-22,2,335.0,entrada,12897
418,2023-06-23,3,345.0,entrada,9995
419,2023-06-23,1,,salida,14945
420,2023-06-23,3,346.0,entrada,13057
421,2023-06-23,3,347.0,entrada,5209
422,2023-06-23,4,348.0,entrada,5959
423,2023-06-23,4,349.0,entrada,7276
424,2023-06-23,3,350.0,entrada,8930
425,2023-06-23,4,351.0,entrada,6049
426,2023-06-23,2,344.0,entrada,10087
427,2023-06-23,2,245.0,merma,1338
428,2023-06-23,3,343.0,entrada,7869
429,2023-06-23,4,342.0,entrada,4340
430,2023-06-23,3,341.0,entrada,4727
431,2023-06-23,4,,salida,50377
432,2023-06-23,4,339.0,entrada,15430
433,2023-06-23,3,338.0,entrada,3683
434,2023-06-23,1,337.0,entrada,12093
435,2023-06-23,2,,salida,35016
436,2023-06-23,2,,salida,12976
437,2023-06-23,4,340.0,entrada,4978
438,2023-06-24,4,,salida,22155
439,2023-06-24,4,,salida,174793
440,2023-06-24,3,,salida,6304
441,2023-06-24,1,352.0,entrada,10029
442,2023-06-24,1,353.0,entrada,3485
443,2023-06-24,4,354.0,entrada,17356
444,2023-06-24,4,355.0,entrada,12862
445,2023-06-24,3,356.0,entrada,4878
446,2023-06-24,4,358.0,entrada,4816
447,2023-06-24,1,359.0,entrada,7043
448,2023-06-24,3,360.0,entrada,10569
449,2023-06-24,4,361.0,entrada,9136
450,2023-06-24,1,362.0,entrada,12435
451,2023-06-24,1,363.0,entrada,5741
452,2023-06-24,3,365.0,entrada,7684
453,2023-06-24,3,366.0,entrada,13707
454,2023-06-24,2,367.0,entrada,5543
455,2023-06-24,2,357.0,entrada,5292
456,2023-06-24,2,364.0,entrada,7273
457,2023-06-25,2,,salida,6132
458,2023-06-25,1,,salida,8969
459,2023-06-25,4,279.0,merma,1258
460,2023-06-25,2,382.0,entrada,8226
461,2023-06-25,1,380.0,entrada,4889
462,2023-06-25,1,384.0,entrada,13802
463,2023-06-25,4,383.0,entrada,8082
464,2023-06-25,4,381.0,entrada,7645
465,2023-06-25,2,379.0,entrada,10870
466,2023-06-25,4,377.0,entrada,9674
467,2023-06-25,4,376.0,entrada,10270
468,2023-06-25,1,375.0,entrada,8174
469,2023-06-25,4,374.0,entrada,3971
470,2023-06-25,2,373.0,entrada,4746
471,2023-06-25,1,378.0,entrada,6103
472,2023-06-25,4,371.0,entrada,15034
473,2023-06-25,3,370.0,entrada,13751
474,2023-06-25,3,369.0,entrada,3828
475,2023-06-25,2,368.0,entrada,10630
476,2023-06-25,4,372.0,entrada,5514
477,2023-06-26,3,392.0,entrada,10072
478,2023-06-26,4,393.0,entrada,8463
479,2023-06-26,4,394.0,entrada,6091
480,2023-06-26,1,390.0,entrada,4649
481,2023-06-26,1,389.0,entrada,5002
482,2023-06-26,3,388.0,entrada,15123
483,2023-06-26,3,387.0,entrada,17490
484,2023-06-26,3,391.0,entrada,7291
485,2023-06-26,1,385.0,entrada,12081
486,2023-06-26,4,397.0,entrada,7196
487,2023-06-26,4,396.0,entrada,6482
488,2023-06-26,3,,salida,8296
489,2023-06-26,2,315.0,merma,790
490,2023-06-26,3,,salida,5526
491,2023-06-26,3,395.0,entrada,11855
492,2023-06-26,4,386.0,entrada,3892
493,2023-06-27,2,398.0,entrada,12597
494,2023-06-27,4,399.0,entrada,3205
495,2023-06-27,1,400.0,entrada,14742
496,2023-06-27,1,,salida,7903
497,2023-06-27,3,,salida,3062
498,2023-06-27,3,,salida,4409
499,2023-06-27,3,403.0,entrada,5047
500,2023-06-27,4,402.0,entrada,4747
501,2023-06-27,2,282.0,merma,578
502,2023-06-27,3,411.0,entrada,5555
503,2023-06-27,1,404.0,entrada,9551
504,2023-06-27,4,405.0,entrada,13925
505,2023-06-27,4,406.0,entrada,5447
506,2023-06-27,2,407.0,entrada,6021
507,2023-06-27,4,401.0,entrada,5408
508,2023-06-27,2,342.0,merma,393
509,2023-06-27,4,408.0,entrada,6730
510,2023-06-27,4,409.0,entrada,7932
511,2023-06-27,2,410.0,entrada,12978
512,2023-06-28,2,423.0,entrada,4597
513,2023-06-28,3,424.0,entrada,7165
514,2023-06-28,4,425.0,entrada,6850
515,2023-06-28,1,426.0,entrada,8741
516,2023-06-28,2,422.0,entrada,12097
517,2023-06-28,2,421.0,entrada,6067
518,2023-06-28,4,412.0,entrada,12057
519,2023-06-28,4,419.0,entrada,10084
520,2023-06-28,1,427.0,entrada,13016
521,2023-06-28,2,418.0,entrada,7367
522,2023-06-28,1,416.0,entrada,5438
523,2023-06-28,3,415.0,entrada,5157
524,2023-06-28,1,414.0,entrada,15885
525,2023-06-28,2,413.0,entrada,17278
526,2023-06-28,2,420.0,entrada,9449
527,2023-06-28,4,428.0,entrada,5275
528,2023-06-28,1,417.0,entrada,4889
529,2023-06-28,3,,salida,15745
530,2023-06-28,4,,salida,57668
531,2023-06-28,4,,salida,16536
532,2023-06-28,2,,salida,32605
533,2023-06-28,3,,salida,25128
534,2023-06-28,3,,salida,31838
535,2023-06-28,1,,salida,9802
536,2023-06-29,4,,salida,55433
537,2023-06-29,1,429.0,entrada,3753
538,2023-06-29,4,430.0,entrada,16343
539,2023-06-29,1,431.0,entrada,14740
540,2023-06-29,1,433.0,entrada,4647
541,2023-06-29,4,434.0,entrada,10407
542,2023-06-29,2,432.0,entrada,4996
543,2023-06-29,4,436.0,entrada,6064
544,2023-06-29,4,332.0,merma,523
545,2023-06-29,2,,salida,7525
546,2023-06-29,4,435.0,entrada,9187
547,2023-06-29,4,442.0,entrada,10378
548,2023-06-29,1,,salida,44535
549,2023-06-29,3,440.0,entrada,7340
550,2023-06-29,3,439.0,entrada,5667
551,2023-06-29,4,438.0,entrada,6413
552,2023-06-29,4,437.0,entrada,11676
553,2023-06-29,1,441.0,entrada,8837
554,2023-06-30,1,,salida,3268
555,2023-06-30,1,,salida,2044
556,2023-06-30,4,330.0,merma,328
557,2023-06-30,2,,salida,3821
558,2023-06-30,1,,salida,74240
559,2023-06-30,4,,salida,11107
560,2023-06-30,3,447.0,entrada,4919
561,2023-06-30,2,454.0,entrada,5152
562,2023-06-30,4,458.0,entrada,11071
563,2023-06-30,3,456.0,entrada,7704
564,2023-06-30,1,455.0,entrada,6237
565,2023-06-30,2,448.0,entrada,4100
566,2023-06-30,2,453.0,entrada,12462
567,2023-06-30,2,452.0,entrada,5749
568,2023-06-30,2,451.0,entrada,9924
569,2023-06-30,2,450.0,entrada,10233
570,2023-06-30,3,449.0,entrada,7569
571,2023-06-30,1,443.0,entrada,11607
572,2023-06-30,4,444.0,entrada,3469
573,2023-06-30,4,445.0,entrada,15078
574,2023-06-30,3,446.0,entrada,4407
575,2023-06-30,3,459.0,entrada,5977
576,2023-06-30,2,457.0,entrada,8713
577,2023-07-01,1,,salida,5629
578,2023-07-01,2,461.0,entrada,3945
579,2023-07-01,1,469.0,entrada,6592
580,2023-07-01,4,470.0,entrada,12722
581,2023-07-01,4,474.0,entrada,12069
582,2023-07-01,3,460.0,entrada,10487
583,2023-07-01,1,468.0,entrada,8592
584,2023-07-01,4,467.0,entrada,7477
585,2023-07-01,3,466.0,entrada,5051
586,2023-07-01,3,475.0,entrada,5140
587,2023-07-01,4,465.0,entrada,4947
588,2023-07-01,2,463.0,entrada,12580
589,2023-07-01,1,462.0,entrada,15792
590,2023-07-01,3,473.0,entrada,9040
591,2023-07-01,4,472.0,entrada,6052
592,2023-07-01,1,471.0,entrada,5198
593,2023-07-01,1,464.0,entrada,5461
594,2023-07-02,3,,salida,431
595,2023-07-02,4,,salida,34210
596,2023-07-02,4,480.0,entrada,5475
597,2023-07-02,4,476.0,entrada,11209
598,2023-07-02,1,479.0,entrada,5507
599,2023-07-02,4,488.0,entrada,5484
600,2023-07-02,3,487.0,entrada,12113
601,2023-07-02,1,485.0,entrada,8340
602,2023-07-02,2,484.0,entrada,5657
603,2023-07-02,1,483.0,entrada,11552
604,2023-07-02,3,343.0,merma,709
605,2023-07-02,2,482.0,entrada,6168
606,2023-07-02,1,402.0,merma,263
607,2023-07-02,4,481.0,entrada,8448
608,2023-07-02,4,478.0,entrada,5123
609,2023-07-02,1,477.0,entrada,12553
610,2023-07-02,2,486.0,entrada,7750
611,2023-07-03,4,,salida,30482
612,2023-07-03,4,491.0,entrada,5127
613,2023-07-03,1,,salida,16566
614,2023-07-03,3,356.0,merma,433
615,2023-07-03,1,503.0,entrada,6085
616,2023-07-03,1,502.0,entrada,8979
617,2023-07-03,3,501.0,entrada,7445
618,2023-07-03,4,500.0,entrada,6265
619,2023-07-03,1,499.0,entrada,5516
620,2023-07-03,2,,salida,115476
621,2023-07-03,3,497.0,entrada,6044
622,2023-07-03,4,498.0,entrada,12472
623,2023-07-03,1,495.0,entrada,10232
624,2023-07-03,2,494.0,entrada,6615
625,2023-07-03,1,493.0,entrada,4672
626,2023-07-03,1,492.0,entrada,4692
627,2023-07-03,1,490.0,entrada,13925
628,2023-07-03,1,489.0,entrada,16462
629,2023-07-03,1,,salida,20975
630,2023-07-03,3,496.0,entrada,9048
631,2023-07-04,4,428.0,merma,187
632,2023-07-04,4,431.0,merma,588
633,2023-07-04,3,516.0,entrada,5469
634,2023-07-04,1,,salida,205231
635,2023-07-04,1,506.0,entrada,14660
636,2023-07-04,2,515.0,entrada,7890
637,2023-07-04,2,514.0,entrada,7537
638,2023-07-04,3,513.0,entrada,5966
639,2023-07-04,2,512.0,entrada,5763
640,2023-07-04,1,511.0,entrada,8239
641,2023-07-04,2,510.0,entrada,6702
642,2023-07-04,4,509.0,entrada,5077
643,2023-07-04,3,508.0,entrada,5516
644,2023-07-04,4,507.0,entrada,5663
645,2023-07-04,3,466.0,merma,196
646,2023-07-04,4,504.0,entrada,12900
647,2023-07-04,1,,salida,60413
648,2023-07-04,1,,salida,2320
649,2023-07-04,3,505.0,entrada,17087
650,2023-07-05,1,447.0,merma,167
651,2023-07-05,2,,salida,65411
652,2023-07-05,3,,salida,95422
653,2023-07-05,2,,salida,117450
654,2023-07-05,4,,salida,25384
